name,risk,lat,lng
"Market Garden and Industrial Area","extreme",-34.6681755,138.5881691
"Cemetery","high",-34.6404182,138.6061482
"Gas Distribution Station","high",-34.7233654,138.5813396
"Gas Distribution Station","medium",37.065965,-76.5011199
"Pine Country Caravan Park","high",-37.8609359,140.7563343
"Penola War Memorial Hospital","low",-37.68780845,144.918276587314
"Community Hall","high",-34.7321536,138.5903637
"Shree Swaminarayan Temple","low",-34.7834639,138.6548104
"Church of Christ","low",-34.7782461,138.6676387
"Electricity and Gas Substation","low",-34.7705773,138.591966
"Resthaven Residential Care","very high",-35.0336974,138.5840702
"Bellevue Heights Pty Ltd","very high",-35.0336974,138.5840702
"Brighton Parade Independent Living Units","low",-35.0265583,138.6151441
"Emergency Services","extreme",-34.9131375,138.7268665
"Emergency Services","low",-35.0428543,138.8796487
"Emergency Services","extreme",-34.9340961,138.7680805
"Emergency Services","extreme",-35.1786378,138.5974515
"Emergency Services","very high",-35.1011992,138.6329967
"Emergency Services","medium",-35.0863341,138.5844963
"Emergency Services","extreme",-35.0351423,138.6756247
"Emergency Services","high",-35.1277887,138.6507072
"Emergency Services","extreme",-35.0450039,138.758089
"Emergency Services","medium",-35.0029669,138.8091565
"Emergency Services","high",43.48063625,-71.8943133827649
"Emergency Services","medium",-35.0076301,138.7098276
"Emergency Services","high",-34.9580739,138.711162
"Emergency Services","medium",-34.8204406,138.9539469
"Emergency Services","high",-34.7571053,138.9253109
"Emergency Services","medium",-34.8252974,138.8845359
"Emergency Services","extreme",52.3653947,4.90334744639064
"Emergency Services","very high",-34.7181237,138.7596305
"Emergency Services","very high",-34.8326674,138.7835681
"Emergency Services","high",38.923238,-78.1771279
"Emergency Services","low",-38.0015324,140.683685
"Emergency Services","medium",-37.9473083,140.4697964
"Emergency Services","low",-37.8786111,140.8279899
"Emergency Services","low",-37.696399,140.4558811
"Emergency Services","very high",-37.6327866,140.954610287321
"Emergency Services","low",-37.6275663,140.7975363
"Emergency Services","medium",-37.5610858,140.1441398
"Emergency Services","low",-37.5440994,140.8148509
"Emergency Services","high",-37.5488432,140.2250824
"Emergency Services","low",-37.4761168,140.0136893
"Emergency Services","high",-37.402939,140.1949174
"Emergency Services","low",-37.2916217,140.8336036
"Emergency Services","high",-37.2859782,140.7791884
"Emergency Services","extreme",-37.1916132,140.4145918
"Emergency Services","very high",-37.2053682,140.1611582
"Emergency Services","very high",-37.1457563,140.7073849
"Emergency Services","low",-37.1652584,139.7532717
"Emergency Services","extreme",51.9207939,0.1596373
"Emergency Services","low",-36.9723621,140.36981
"Emergency Services","extreme",51.6016583,0.648743
"Emergency Services","medium",-36.8685192,140.9262989
"Emergency Services","very high",-36.8101323,140.5154941
"Emergency Services","low",-36.6008412,140.4913887
"Emergency Services","low",-36.3663835,140.9126073
"Emergency Services","high",-36.3585135,140.6907007
"Emergency Services","low",-36.3076085,140.7686159
"Emergency Services","very high",-36.2011491,140.7874289
"Emergency Services","very high",-37.3814922,140.3306598
"Emergency Services","low",40.9972937,-73.72386985
"Emergency Services","medium",-37.6072716,144.4048727
"Emergency Services","very high",-35.0438007,138.6509207
"Emergency Services","very high",-35.0239211,138.6669804
"Emergency Services","extreme",-35.2786413,138.4663001
"Emergency Services","very high",-34.7827381,138.8582622
"Emergency Services","very high",-34.9710936,138.7788152
"Emergency Services","very high",-35.1786378,138.5974515
"Emergency Services","low",-37.5651381,140.6977227
"Emergency Services","high",-37.8486726,140.7374642
"Emergency Services","high",-37.9460985,140.7301978
"Emergency Services","high",-36.8137339,140.7231691
"Emergency Services","very high",-34.8948272,138.931478
"Rosedale Lutheran Church","low",40.4686734,-75.3948731
"Uniting Church Sandy Creek","very high",-34.6227166,138.8421428
"Emergency Services","medium",-34.7063899,139.0895568
"Mt Barker Primary School","high",-35.0689353,138.8533419
"Emergency Services","medium",-35.1817972,138.7632431
"Last Resort Refuge - Macclesfield Recreation Ground","low",53.2613844,-2.1201844
"Water Treatment Plant","medium",-35.0200865,138.8576828
"Substation","very high",-35.0732724,138.8572965
"Substation","high",-35.0732724,138.8572965
"Substation","medium",-35.0467628,138.8188499
"Substation","high",-35.1714622,138.7668881
"Substation","low",-35.0475909,138.9985622
"Substation","high",-35.0833112,139.012121
"SA Power Networks Substation","n/a",-35.0139352,138.7497382
"SA Power Networks Substation","high",-34.8473689,138.9365742
"Substation","medium",-34.4993275,139.0246667
"SA Power Networks Substation","high",-34.8169138,138.9794356
"Substation","n/a",-35.0212412,138.6092235
"Substation","high",-35.1087919,138.623935
"SA Power Networks Substation","very high",-34.8296503,138.7672108
"SA power Networks Substation","high",-34.8846154,138.885331
"Substation","medium",-35.2400639,138.5518403
"Substation","medium",-34.4623008,138.9868704
"SA Power Networks Substation","high",-34.9746049,138.7174667
"Substation","medium",-34.6095459,138.8310634
"SA Power Networks Substation","high",-34.9976459,138.724118
"Substation","low",-34.4705787,139.0237145
"SA Power Networks Substation","medium",-34.9643794,138.745455
"Substation","n/a",-34.6815214,138.8910806
"Substation","medium",-35.2575731,138.5724023
"SA Power Networks","medium",-34.9715029,138.8626547
"Emergency Services","high",-38.0124562,140.9587799
"Emergency Services","high",-37.899275,140.5572566
"Last Resort Refuge - Kongorong","medium",-37.899275,140.5572566
"Emergency Services","very high",-37.665813,140.5800076
"Emergency Services","very high",-34.7611247,149.7022899
"Emergency Services","high",-37.2317827,140.9343481
"Emergency Services","high",-36.813619,140.3924928
"Last Resort Refuge - Cape Jaffa","low",-36.9445926,139.6994057
"Last Resort Refuge - Tantanoola","high",-37.6947797,140.4566125
"Last Resort Refuge - Mundulla","high",-36.3585135,140.6907007
"Last Resort Refuge - Padthaway","medium",-36.595594,140.4317847
"Last Resort Refuge - Wolseley","medium",-36.3640403,140.9078224
"Last Resort Refuge - Frances","high",-36.7128417,140.9581437
"Emergency Services","very high",-35.0635056,138.6517284
"Last Resort Refuge","medium",-35.0488086,138.6204853
"Last Resort Refuge","medium",-35.1277887,138.6507072
"Last Resort Refuge - Houghton","very high",-34.8328627,138.7560591
"Virginia Gardens Residential Park","medium",-34.6734564,138.5490988
"Edinburgh Residential Village","high",-34.6851737,138.6492528
"Fox and Firkin Hotel","very high",-34.8221741,138.7342381
"Cemetery","high",-34.7012832,138.7425593
"Craigmore Homestead and Outbuildings","low",-34.6870833,138.7315644
"Cornishmans Homestead","low",-34.7151946,138.7566378
"Cottage","low",-34.6905488,138.7737583
"Stone Wall","medium",-34.6908239,138.7685726
"Yattalunga Outbuildings","very high",-34.6783027,138.7429981
"Virginia Nursery","medium",-34.6583663,138.5655492
"Stables Shopping Centre","very high",-34.7786228,138.7235192
"Emergency Services","low",-34.870372,138.700228
"The Vines Retirement Village","medium",-35.2163287,138.541041
"Communications Infrastructure","high",-34.9563301,138.8784897
"Communications Infrastructure","high",-35.0452959,138.7015736
"SA Power Networks substation","very high",-35.0155786,138.7858522
"Emergency Services","very high",-34.8874704,138.7126122
"Emergency Services","very high",-34.9127822,138.766863
"Emergency Services","very high",-34.9824468,138.7258202
"Waste Water Treatment","high",-35.0505777,138.567692
"Waste water treatment","high",-34.8188334,138.8891638
"Waste water treatment","very high",-35.0167986,138.7248593
"Waste Water Infrastructure","high",-34.9661283,138.6412181
"Wastewater Treatment station","very high",16.4296119,120.597357023141
"Waste Water Infrastructure","very high",-35.0219896,138.6187993
"Wastewater Treatment Station","high",-35.0409446,138.5824467
"Waste Water treatment","high",-34.8228275,138.8857161
"Wastewater Treatment Station","high",-35.0971996,138.5245669
"Waste Water Infrastructure","high",-34.8545111,138.7093586
"Water Treatment Station","high",-34.8767924,138.6648043
"Water Water Treatment","medium",-35.0205964,138.7949043
"Waste water treatment","very high",-35.0097306,138.7606934
"Waste water treatment","extreme",-35.0153875,138.7585157
"Wastewater Treatment Station","high",-35.0447162,138.5682097
"Waste water treatment","high",-34.9716776,138.8851876
"Waste Water Infrastructure","high",-34.8279236,138.7156499
"Wastewater Treatment Station","very high",-35.0511477,138.604531
"Waste water treatment","very high",-34.981814,138.8417823
"Wastewater Treatment Station","very high",-35.0521493,138.6085738
"Waste water treatment","high",-34.9892936,138.7302168
"Waste water treatment","high",-35.0029669,138.8091565
"Waste water treatment","high",-34.9716776,138.8851876
"Waste water treatment","extreme",-35.0149854,138.7595737
"Waste water treatment","extreme",-35.0139324,138.7645934
"Waste Water Treatment","low",-35.0823613,138.519481
"Water Treatment Station","low",-34.8750582,138.6991205
"Waste water treatment","high",-34.9731604,138.8854758
"Waste Water Infrastructure","high",-35.0328899,138.5922618
"Waste water treatment","very high",-34.9974311,138.7069182
"Waste water treatment","very high",-34.990005,138.7396608
"Waste Water Infrastructure","high",-34.7782944,138.7003076
"Waste Water Treatment","low",-35.0865146,138.5254042
"Waste Water Infrastructure","high",-34.7789333,138.7068554
"Waste water treatment","extreme",-35.0054347,138.7297046
"Waste Water Infrastructure","high",-34.7948592,138.7302539
"Waste Water Infrastructure","very high",-35.0167353,138.6094514
"Water Treatment Station","low",57.5640539,-4.0341492
"Water Treatment Infrastructure","low",-34.9099155,138.8736172
"Waste Water Infrastructure","medium",-35.0099659,138.6205151
"Wastewater Treatment Station","high",-35.0521493,138.6085738
"Waste water infrastructure","high",-34.8608804,138.6934553
"Waste Water Infrastructure","low",-35.0148133,138.5790131
"Waste Water Infrastructure","low",-34.8570564,138.7149127
"Waste Water Infrastructure","very high",-35.010282,138.611623
"Waste Water Treatment","extreme",-35.0192968,138.7592806
"Waste Water Infrastructure","high",-34.8068731,138.674405
"Waste Water Infrastructure","very high",32.448991,-81.7462919
"Waste Water Treatment","n/a",-34.7158897,138.6038616
"Water Treatment Station","low",-34.86427,138.7037737
"Waste Water Infrastructure","high",-35.0391364,138.6082169
"Waste Water Treatment","high",-35.054443,138.5450457
"Waste Water Infrastructure","extreme",-34.9987826,138.6153898
"Water Treatment Station","high",-34.0056347,150.8786632
"Waste Water Infrastructure","very high",-35.0309979,138.594016
"Waste Water Infrastructure","high",-35.0109006,138.6053745
"Wastewater Treatment Station","high",-35.0462079,138.5870644
"Wastewater Treatment","high",-35.0489752,138.5744194
"Waste water infrastructure","low",-34.9476746,138.9574589
"Wastewater Treatment station","very high",-35.0498829,138.6109082
"Wastewater Treatment station","high",-35.0441721,138.5811561
"Waste Water Infrastructure","extreme",-35.0175922,138.7703278
"Waste Water Infrastructure","extreme",-35.0133555,138.7568393
"Waste Water Infrastructure","very high",-35.0228955,138.5953345
"Waste Water Infrastructure","very high",-35.0049509,138.7164763
"Waste Water Treatment","high",-35.0097236,138.7300415
"Water Tank","low",-34.9634083,138.6484977
"Water Infrastructure","very high",-35.0216504,138.720593
"Water Supply","n/a",-35.097396,138.8784093
"SA Water WPS Booster No.1","very high",-34.637374,138.8411699
"Water Infrastructure","high",-34.9847832,138.9237933
"Summit Reservoir","high",38.1535531,-122.224661750314
"Water Supply Infrastructure","very high",-35.028472,138.5928458
"Booster Pump Station","high",-35.2497764,138.567251
"Water Supply Infrastructure","very high",-34.979945,138.6226139
"SA Water WPS Williamstown","very high",-34.6942884,138.8998565
"Water Infrastructure - storage","medium",-35.002252,138.7099288
"Water Infrastructure","medium",-34.9930703,138.7056745
"Water Storage","n/a",-34.8396018,138.7199841
"Water Infrastructure","high",-34.8062376,138.966106
"Water Supply Infrastructure","medium",-35.0281415,138.5981806
"Water Infrastructure - Storage","medium",-35.0332093,138.7264801
"Water Infrastructure","high",-34.8911792,138.9219909
"WPS Booster Kalbeeba","very high",-34.6080382,138.7891166
"Water Infrastructure","extreme",-34.9900109,138.6824177
"Water Supply Infrastructure","low",-35.0115243,138.593555
"Water Storage","low",-35.0585915,138.6025199
"Water Infrastructure","medium",-34.9943679,138.7168116
"Water Infrastructure","medium",-34.9046952,138.6889262
"Water Storage Tank","low",-35.1746302,138.503104
"Water Infrastructure","medium",-35.0399308,138.6884192
"Water Infrastructure","low",-34.9981078,138.6995312
"SA Water WPS Conv Mt Pleasant","high",-34.7793808,139.0443033
"Water Infrastructure","very high",-35.002252,138.7099288
"SA Water Concrete Storage Tank","n/a",-34.6195336,138.8599071
"Water Infrastructure","high",-34.8283095,138.8852172
"Water Storage","n/a",-34.7597839,138.6787865
"Water Infrastructure","low",-34.9394497,138.6718089
"Water Storage","n/a",40.4782746,-78.0232697
"Water Storage","n/a",43.612666,-70.2776629
"Water Infrastructure - Pressure Tank","n/a",-35.0544762,138.5595285
"Water Storage Tanks","low",-35.0269008,138.5596399
"Water Supply Infrastructure","n/a",-35.0174771,138.631125
"Water Infrastructure","low",-34.8968425,138.8664791
"Water Infrastructure","low",-34.8693748,138.9552658
"Water Storage Tank","n/a",-35.2150519,138.5644365
"Water Storage Tank","n/a",-35.1901754,138.5009582
"Hydrological Station  Gorge Weir","high",-34.8694929,138.7541882
"Water Storage","n/a",-34.9046952,138.6889262
"Water Tank","low",-34.7968546,138.7382973
"Water Storage","high",55.9672805,-3.1640739
"Water Infrastructure","high",-35.0088606,138.7865581
"Water Infrastructure","very high",-35.0748554,138.8469615
"Water Storage","low",-34.8649103,138.9346221
"WPS Booster Mt Pleasant","low",-34.7727342,139.0512855
"Water Storage","low",-34.9613119,138.8869767
"Pump Station","low",43.612666,-70.2776629
"Mclaren Flat Pumping Station","very high",-35.1833328,138.6341059
"Water Storage Tank","n/a",-34.7992433,138.6616449
"Water Storage","low",-34.7656332,138.711886
"Pumping Station Booster","low",-35.2015076,138.4857216
"TANK 1.0ML CONCRETE SURFACE SPRINGTON Land Site","low",-34.76506,139.0583027
"Water Infrastructure","medium",-34.9046952,138.6889262
"Water Storage","high",-35.0176875,138.6940711
"Water Pumping Station","very high",-34.4085507,139.1175409
"Gorge Weir","low",-34.8575434,138.732168474981
"Water Booster Station","high",-34.6227166,138.8421428
"Mclaren Flat Pumping Station","extreme",-35.1833328,138.6341059
"Pumping Station","very high",-35.1248673,138.5490674
"Willunga Pumping Station","very high",-35.2775752,138.5563021
"Water Infrastructure","extreme",-35.0251588,138.789517
"Water Infrastructure -  BoosterTransfer","high",-34.7883689,138.9874255
"Water Infrastructure","high",-35.0034559,138.95577
"WPS Booster Penrice","very high",-34.4885738,139.0501007
"Water Infrastructure","high",-34.9046952,138.6889262
"Pumping Station","n/a",-35.0820441,138.5987052
"Pumping Station","very high",-35.0833962,138.6045126
"Water Infrastructure","extreme",-34.9152775,138.6997764
"Water Infrastructure","very high",-34.9129974,138.71048
"Water Treatment Plant","high",-35.0200865,138.8576828
"Pumping Station","high",-34.7080368,138.7073872
"WPS Conv Springton","high",41.0903191,-73.7881681
"Water Infrastructure","extreme",-26.1664143,28.05429
"Water Infrastructure","high",-35.0284503,138.8423256
"Mt Pleasant WTP","high",-34.7793808,139.0443033
"Water Infrastructure (WPS)","extreme",-34.8197022,138.7327298
"Mannum Adelaide Stand Pipe","high",-34.8086585,139.0367455
"Coopers Rural - fodder store","medium",-35.0450039,138.758089
"Last Resort Refuge - Blackwood","high",-35.0329671,138.608719217075
"Emergency Services","low",-34.5080777,139.0467942
"Last Resort Refuge - Stockwell","low",-34.4343554,139.0520788
"Langmeil Winery","medium",-34.5082032,138.970626
"Peter Lehmann Wines","low",-34.5082032,138.970626
"Langbien Winery","medium",-34.5082032,138.970626
"Turkey Flat Cellar Door","medium",-34.5363917,138.9642586
"Last Resort Refuge - Mt Pleasant","medium",-34.7727342,139.0512855
"Dutschke Winery","low",-34.6037293,138.8913116
"Tarpeena Iron Removal and Chlorination Plant & bores","n/a",-37.6280046,140.7935628
"Blue Lake Pumping Station","medium",-37.813994,140.7879838
"Bore - Kingston","low",-36.852399,139.89049
"Bore - Kingston","low",-36.852399,139.89049
"Bore - Kingston","low",-36.852399,139.89049
"Bore - Kingston","low",-36.852399,139.89049
"Sewerage Pump Station","very high",-37.5423843,140.8194007
"Bore - Nangwarry","medium",-37.5355942,140.8151848
"Bore 6 - Mt Burr","high",-37.5430265,140.4597942
"Bore 6 Penola","n/a",-37.3669898,140.8433678
"Emergency Services","very high",-36.1089257,140.2432466
"Last Resort Refuge - Birdwood Ova","high",-34.8204406,138.9539469
"Last Resort Refuge - Gumeracha Oval","medium",-34.8228275,138.8857161
"Communications Tower","extreme",-34.9109889,138.683526
"Little Para Reservoir","medium",-34.7451055,138.6873584
"Treatment Plant and Facilities","very high",-35.0810047,138.5691264
"Automatic Weather Station - Robertson","very high",-37.1457563,140.7073849
"Automatic Weather Station - Bowaka","high",-37.0066955,140.0439008
"Automatic Weather Station - Tatiara","very high",-36.373761,140.9131305
"Automatic Weather Station - Wirrega","very high",-36.3465235,140.7189198
"Evanston Park","very high",42.0483333,-87.6977777
"Wombat Walk/Butterfly Walk Penambol Cons Park","very high",-37.9714029,140.943687
"Canunda National Park","very high",-37.71490645,140.28500123825
"Padthaway Conservation park","very high",-36.58491115,140.525519859396
"Kingston NRSE Office","low",-36.8332415,139.861878
"Mt Monster Conservation Park","very high",-36.197592,140.3280597
"DEWNR Park House (The Vale stone cottage) and shed","very high",-34.6195336,138.8599071
"State Flora Nursery","very high",-35.0075219,138.6444984
"BBQ Area adjacent Chapel hill Winery","low",-35.1803065,138.5534368
"DEWNR Park House (Old Bullock) Shed and Tanks","very high",-34.9640499,138.671486
"DEWNR Park House, Tank and Sheds","extreme",-34.8269644,138.7495619
"DEWNR Park House (Horsnell Gully)","very high",-34.9251766,138.6974301
"Safries Meter Station","high",-37.3789913,140.8371152
"Nangwarry Meter Station","very high",-37.5490084,140.8138587
"Mt Gambier Meter Station & Mainline Valve","high",-37.7875227,140.7740558
"Nangwarry RS - Meter Station","high",-37.5289232,140.6739456
"Mayura Station","very high",-37.6209356,140.2813673
"NRMSE Office Keith","low",-36.109039,140.355516
"Furner Community Hall","low",-37.3814922,140.3306598
"Furner Cricket Club","low",-37.3814922,140.3306598
"Rendelsham Community Hall","low",-37.5512701,140.2242224
"Rendelsham Cricket Club","medium",-37.5500987,140.2257845
"Kalangadoo Cemetery","medium",-37.572865,140.7046081
"Old Penola Railway Station House","low",-37.3748775,140.83287
"Penola Oval and Showground","low",-37.374958,140.8384882
"Old Penola Cemetery","n/a",-37.3669898,140.8433678
"Penola Cemetery","low",-37.3789913,140.8371152
"Tantanoola Cemetery","high",-37.6914282,140.4580268
"Millicent Cemetery","low",-37.5927587,140.3506168
"Furner Cemetery","very high",-37.3887852,140.2852066
"Rendelsham Cemetery","high",-37.5740725,140.2420987
"Wildflower Garden Toilets and Picnic Area","high",-34.8746007,138.7087257
"DEWNR Park House (Upper Sturt)","very high",-35.0239211,138.6669804
"Riding for the Disabled - OHalloran Hill","low",-35.054443,138.5450457
"Koppio Smithy Museum","extreme",-34.4127466,135.7778157
"Poonindie Old Mission","low",-34.5868243,135.8770447
"Clayton Farm Heritage Museum","extreme",-36.321529,140.7575539
"Coffin Bay Industrial Area","very high",-34.623616,135.464942
"Substation Electrical","medium",-34.2645764,135.7345216
"Oyster Growers","high",-34.5486959,135.3988956
"Oyster Farmers","high",-34.5908327,135.4824446
"Oyster Farmers","high",-34.5908327,135.4824446
"Abalone Farm - Hedge River","high",-34.5481366,135.9213036
"Port Lincoln Airport","low",-34.7177167,135.8536983
"Abstranxion Abalone Farm","medium",-34.6137486,135.90996
"SA Mari Culture Abalone Farm","medium",-34.6137486,135.90996
"Commercial Area Padthaway","very high",-36.6035164,140.6111363
"Bordertown","very high",-36.3089344,140.7827968
"Commercial area","high",-36.2993918,140.7591643
"Robe Industrial Area","low",-37.1708461,139.7618573
"Industrial Area 2 Robe","low",-37.1746706,139.7578015
"Penola Industrial Area","low",-37.3730252,140.8313655
"Coffin Bay","high",-34.6233877,135.4794417
"Cummins","low",-34.264029,135.7300191
"Coffin Bay","low",-34.622118,135.470869
"Coffin Bay","high",-34.6161859,135.4815601
"Coffin Bay Caravan Park","medium",-34.62437385,135.47248953831
"Mount Dutton Bay Woolshed","medium",-34.5303435,135.4321191
"Edillilie","medium",-34.4503649,135.6935242
"Mount Hope","low",-34.0731135,135.3167343
"Coulta","medium",-34.4621868,135.4583683
"Poonindie","medium",-34.5868243,135.8770447
"Point Boston","low",-34.6137486,135.90996
"Wangary","medium",-34.5521985,135.4764573
"Port Lincoln Caravan Park","high",-34.6405033,135.8589826
"North Shields","medium",55.0082307,-1.4488233
"Port Lincoln","extreme",-34.6931731,135.8508546
"Marina South","medium",-34.7472893,135.8755714
"Port Lincoln Tourist Park","very high",-34.7280326,135.8829855
"Port Neill","low",-34.119973,136.3462791
"Ungarra Township","low",-34.1948174,135.9837042
"Lipson","medium",-34.2945614,136.1415269
"Lipson Cove Camping Ground","low",-34.2519635,136.2311189
"Tumby Bay Homes Village","low",-34.3686231,136.1051368
"Kybybolite","high",-36.8698782,140.928509737403
"Hynam","extreme",-36.9071599,140.8893934
"Lucindale","low",-36.9745244,140.3711033
"Rural Living N. of Naracoorte","extreme",-36.9310185,140.730464
"Rural Living N. of Naracoorte","extreme",-37.9382346,145.0015894
"Kingston Ave, Naracoorte","extreme",-36.9604029,140.7144005
"Western Gordon St, Naracoorte","medium",-36.9603648,140.7417406
"Cedar Ave, Naracoorte","medium",33.562051,-101.8335081
"Naracoorte","medium",-36.976377,140.7430675
"Memorial Dr extension, Naracoorte","medium",-36.9820861,140.7538487
"DEWNR and ETSA","low",33.5252329,-101.8335831
"Naracoorte","medium",40.6615386,-80.0536494
"Naracoorte Caravan Park","low",30.5750475,-100.652168
"Carthys Rd, Naracoorte","high",-36.9486476,140.7597532
"Mundulla","medium",-35.1109266,138.5521235
"Padthaway East","very high",-35.1028199,138.5566715
"Padthaway","low",-35.1028199,138.5566715
"Carinya","medium",-36.0965785,140.3463397
"Keith","high",-36.3209051,140.7704674
"Keith","low",52.1097529,-0.4373191
"Keith","medium",51.52894325,-2.58919680583978
"Keith","medium",-36.0886697,140.3775396
"Emu Rise Keith","medium",-36.0799562,140.4023334
"Wirraga Siding","medium",26.145946,-97.8238559
"Wolseley","high",-36.3663835,140.9126073
"Robe","low",-37.1697645,139.7686823
"Evans Cave","medium",-37.1759914,139.7576424
"Boatswain Point","low",-37.0704144,139.7470233
"Nora Creina","medium",-37.2752589,139.8303541
"Port Neill","medium",-34.1153391,136.3474274
"Southend Caravan Park","high",-37.5695423,140.1229211
"Tandarra Lodge","low",-37.374958,140.8384882
"North of Kingston","medium",-36.7926954,139.8693304
"Toop Rd, Kingston","low",-36.8131454,139.868136
"Kingston SE Tourist Precinct","low",-36.7926954,139.8693304
"Cape Jaffa","low",-36.9428955,139.6941405
"Reedy Creek","low",32.130103,-82.1585589
"Rural Blocks NW Millicnet","medium",-37.5863882,140.3307107
"North Millicent","low",-37.5944435,140.3551358
"Commercial Ave, Millicent","low",-37.5937505,140.3601448
"SW Millicent","low",-37.6101823,140.3615601
"Southern Millicent","medium",-37.609206,140.3688298
"South Millicent","low",-37.609206,140.3688298
"Enderby Lane, Millicent","low",-37.6201372,140.3703922
"Mt Burr Township","very high",41.60314155,-87.4046915369211
"Osborne St, Southend","medium",-37.5697378,140.1321367
"Eliza St, Southend","medium",-37.5610858,140.1441398
"Bridges Dr, Southend","medium",-37.5706814,140.1187706
"Kalangadoo","high",-37.5608989,140.7622751
"Nangwarry","very high",-37.5490084,140.8138587
"SE Penola","low",-37.3855345,140.8342205
"Tantanoola","medium",-37.69671715,140.45537417704
"Rendelsham","low",-28.7463079,24.7780662
"Glencoe West","medium",45.54196735,-122.992545567797
"Rendelsham","low",-37.5491471,140.2256964
"Varcoe St, Beachport","low",-37.4818422,140.0055772
"Beachport","medium",-37.4840187,140.0063428
"Beachport","very high",-37.4759338,140.0031008
"Hatherleigh","high",35.881556,-78.6728899
"Saunders Rd, Blackfellows Caves","medium",-37.9473083,140.4697964
"Nene Valley","medium",-37.99491605,140.543126422414
"North Shields","high",55.0082307,-1.4488233
"Township","low",-34.8627122,138.6556232
"Glenelg Ave","very high",-38.0126486,140.9571216
"Cape Douglas","high",64.9966627,-166.7071705
"Nene Valley","low",-37.99491605,140.543126422414
"Pelican Point Sth","very high",52.5239333,-112.8277433
"Kongorong","low",-37.899275,140.5572566
"Allendale East","low",-38.0030719,140.7100044
"Compton","medium",51.5148038,-1.2458351
"Highfield Way","low",-37.7806867,140.8162013
"Crane Lane","low",-37.7886667,140.796529
"Aldinga","extreme",-35.2853376,138.4494873
"Aldinga","high",-35.2872781,138.446602
"Darlington","very high",-35.0311142,138.5569387
"Aldinga Beach","extreme",-35.3128752,138.4516166
"Sellicks Beach","extreme",-35.3287419,138.4688903
"Industrial Area","very high",-35.2114012,138.5370261
"Willunga","very high",-35.2698174,138.5493481
"Willunga","medium",-35.2749232,138.5479417
"Aldinga","high",-35.2833798,138.4651076
"Aldinga","extreme",-35.2580619,138.4668151
"Aldinga","very high",-35.2617824,138.4683605
"Coromandel Valley","very high",-35.0536622,138.6224145
"Ewens Ponds CP","high",-38.0451097,140.8010101
"Mount Schank","very high",-37.9460985,140.7301978
"Flagstaff Hill","medium",-35.0436687,138.5835283
"Flagstaff Hill","very high",-35.0486928,138.5835917
"South Kingston","low",53.4526611,-2.1136453
"South Robe","high",-37.1711148,139.7656916
"Southern Tree breeders seed nursery","very high",-37.858794,140.7801396
"Coromandel Pde, Coromandel Valley","low",-35.0395914,138.6207966
"Willunga South","extreme",-35.2867109,138.5597591
"Moana","very high",-35.2134795,138.4724766
"Woodcroft","extreme",-35.1189377,138.5517927
"Forest Place Retirement Village, Chandlers Hill Rd/Education Rd, Happy Valley","extreme",-35.0810047,138.5691264
"Bundarra Dr & Nimboya Rd, Marino","very high",-35.0512781,138.5168454
"Bundarra Rd & Trumara Rd, Marino","very high",-35.0512781,138.5168454
"Davenport Tce & Morphett Rd, Seaview Downs","very high",-35.0355854,138.5334009
"Moana","very high",-35.2060375,138.4762653
"Seaford Rise","very high",-35.1978963,138.4854036
"McLaren Vale","low",-35.2107136,138.5342251
"Coromandel Valley","very high",-35.0498089,138.6173049
"Flagstaff Hill","very high",-38.1230429,144.6493528
"Retirement Village","very high",-35.0678104,138.5959818
"Darlington","very high",-35.0252845,138.5631894
"Cleggett Rd & Clems Lne, Littlehampton","extreme",-35.0434837,138.8527559
"North Rd, Nairne","extreme",-35.0347629,138.9056206
"Harrogate Rd, Harrogate","very high",53.9928911,-1.5372149
"Tanunda Lutheran Home Inc","medium",-34.5191301,138.9623439
"Commercial and Industrial Area, Tanunda","high",-34.5082032,138.970626
"Beckwith Park, Nuriootpa","high",-34.4756226,138.9843624
"Aberfoyle Park","very high",-35.0714824,138.6102334
"Aberfoyle Park","extreme",-35.076328,138.6023463
"Noarlunga Downs","very high",-35.1563038,138.4972376
"Springs Rd, Mt Barker","very high",29.785609,-95.6743959
"Paech Rd & Sims Rd, Mt Barker","very high",-35.0960515,138.8850009
"Kudla","low",-34.651811,138.7066802
"Evanston Gardens","medium",51.5751374,0.0485733
"Evanston","high",-34.6207778,138.7324489
"Gawler West","low",-34.6086465,138.7397302
"Willaston","very high",53.0670124,-2.478759
"Hillier Park","very high",40.94418275,-124.119460541898
"Clonlea Park","very high",-34.5926041,138.7488589
"Rural Living Nth of Naracoorte","extreme",-36.9175806,140.7474721
"Riverside Drive, Darlington","very high",-34.5680599,146.00417
"Keith North West","medium",36.1959509,-82.7867063
"Glanville Ave, Keith","medium",-36.0920767,140.3436619
"Bordertown Rural Living","medium",26.1598271,-81.6941375
"North & East of Bordertown Racecourse","medium",64.574131,11.5270102892405
"Bordertown East","low",-36.3089344,140.7827968
"Yahl","low",-37.8633282,140.8307007
"Millicent Lakeside Caravan Park","medium",-37.5882801,140.3396645
"Estia Health Residential Aged Care Facility","very high",-35.040986,138.5692513
"Williamstown","very high",-34.671264,138.8795037
"One Tree Hill Township","extreme",-34.7181237,138.7596305
"Clarendon","very high",-35.1087919,138.623935
"Athelstone","extreme",-34.8622973,138.7215563
