AssetID,AssetName,AssetLocat,Risk
5430071,Macclesfield Primary School,"Luck St, Macclesfield",Extreme
5430072,Meadows Primary School,"Mawson Rd, Meadows",Medium
5430073,Meadows & Distrist Kindergarten,"49 Mawson Rd, Meadows",High
5450019,Mt Barker Waste Treatment Plant,"Springs Rd, Mt Barker",Extreme
5450020,Kuitpo Sawmill,"Wickham Hill Rd, Kuitpo",Extreme
5450021,Kanmantoo Mine,"Mine Rd, Kanmantoo",High
5450022,Echunga Lagoon Waste System,"Dolman Rd, Echunga",Very High
5430036,Sawpit Gully Rd Area,"Sawpit Gully Rd, Dawsley",Very High
5430038,Kanmantoo Rural Living,"Plantation Rd, Kanmantoo",Very High
5430039,Macclesfield Township,Macclesfield Township,Extreme
5430040,Prospect Hill Settlement,Prospect Hill,Extreme
5430041,Police Farm,"Long Gully Rd, Echunga",Extreme
5430043,Greater Hahndorf Area,Hahndorf,Extreme
5430074,Mt Barker Park and Ride,Mt Barker,Medium
5430044,Mt Barker Dutton Rd Park n Ride Bus depot,Dutton Rd Mt Barker,Very High
5450001,Mount Barker Dutton St park n Ride Bus terminal,Mount Barker,Extreme
5430045,Ngeringa Cultural Centre,Williams Rd Mt Barker Springs,High
5470004,Prospect Hill Museum,Morris Rd Prospect Hill,Extreme
5430046,Prospect Hill Scout Hall,"Morris Rd, Prospect Hill",Extreme
5470003,RSL,Venables St Maccelsfield,High
5430047,Hahndorf Animal Shelter,Martin Rd Hahndorf,Very High
5450002,Windmill Hill Transfer Station,Windmill Lane Mt Barker,Very High
5470006,Littlehampton Peace Memorial Hall,Princes Hwy Littlehampton,Low
5470007,Shady Grove Church,Shady Grove Lane,Extreme
5470008,Kanmantoo Hall,Princes Hwy Kanmantoo,Very High
5430048,Liebelt Rd Boarding Kennels,Biggs Flat,Very High
5430049,Tiptree Kennels,Strathalbyn Rd Biggs Flat,Very High
5450003,Jurlique Farm,Liebelt Rd Biggs Flat,Very High
5430050,Advance Boarding Kennel,Little Dublin East Rd Nairne,Very High
5430051,The Doghouse,Mt Barker Rd Hahndorf,Extreme
5430052,Meadows Hill Pet Boarding,Macclesfield Rd Meadows,Very High
5430053,Adelaide Hills Pet Resort,Watts Rd Brukunga,Very High
5450004,Littlehampton Brick Co,Princes Hwy Littlehampton,Very High
5470009,"House ""Warrakilla"", fr Wheatsheaf Inn",Strathalbyn Rd,Extreme
5470012,"Willow cottage, fr Wittwer house","River Rd, Hahndorf",High
5430060,Nairne Sporting Club,"Sydney Rd, Nairne",Very High
5470010,Eating House - Albert Mill,"4-6 Junction St, Nairne",Extreme
5430061,Adelaide Polo Club,"186 Fidler Lane, Mt Barker",Very High
5470013,Elmdale,"8 Pulleine Rd, Nairne",Very High
5470005,Paechtown Rd House & Barn,"240/258 Paechtown Rd, Hahndorf",Extreme
5470014,Dawes Bridge,"Mcintyre Rd, Dawsley",Very High
5470015,Harrogate Soldiers Memorial Hall,"13 Mail Rd, Harrogate",Medium
5470011,Macclesfield Institute Hall,"30 Venables St, Macclesfield",Medium
5470016,Eden Park,"82 Paech Rd, Wistow",Very High
3950088,Airstrip,"Koch Rd, Rowland Flat",Medium
3950015,Landing Ground,"Eden Valley Rd, Angaston",Low
1750078,Aldinga Airstrip,"Colville Rd, Aldinga",High
1150106,Airstrip - Woodside,"Pfeiffer Rd, Woodside",High
3250076,Naracoorte Aerodrome,"Aerodrome Rd, Naracoorte",Low
2850047,Kingston S.E. Aerodrome,"Princes Hwy, Kingston",Low
3850085,Bordertown Aerodrome,Bordertown Aerodrome Rd,Low
6750109,Millicent Aerodrome,"Mount Burr Rd, Millicent",Low
1850017,Airstrip Landing Ground,"Nash Rd, Buckland Park",Extreme
6550006,Main North Road Commercial - North,"Main North Rd, Evanston South",Very High
6550011,Main North Road Commercial - South,"Hayles Rd, Evanston South",High
6530038,Gawler Gateway Tourist Park,3134 Main North Rd Evaston Pk,High
6570010,Smithfield Memorial Park (Cemetery),"Smith Rd, Smithfield",Low
6530049,Gawler Caravan Park,"Main North Rd, Gawler",Medium
6530040,Gawler River Recreational Paths and Reserves,Gawler River Recreation Park,Extreme
6530050,North Para River Recreational Paths and Reserves,North Para River Reserve,Very High
6530041,Dead Mans Pass Reserve,Dead Mans Pass Reserve,Very High
6530051,Karbeethan Reserve,Karbeethan Reserve,Medium
6550007,Willaston Industrial Area,"Kellys Rd, Willaston",High
6570004,Bentley dwelling and outbuildings,"One Tree Hill Rd, Gawler",High
1330016,Fox Field Oval,"Maryvale Rd, Athelstone",Very High
1330017,St Ignatious College,Athelstone,Medium
1350004,Water Tanks,"Blue Gum Ct, Athelstone",Low
6550001,Communications Tower - Mobile phone,Smith Rd Evanston South,High
6530025,Jack Cooper Drv locality,"Jack Cooper Drive Evanston, Evanston Gdns, Gawler West",Very High
1530063,Blackwood Football Club,"Craigburn Rd, Blackwood",Extreme
1770012,Old Watchmans Property,"Main Rd, Winns Rd, Coromandel Valley",Extreme
1530064,Belair National Park Holiday Park,"Upper Sturt Rd, Belair",Very High
1530070,Blackwood Hospital,"Laffers Rd, Blackwood",Low
2750007,Mast Tower,"Majors Rd, Trott Park",Medium
2750008,Substation,"Patpa Dr, Sheidow Park",Low
3930106,Angaston Child Care & Early Learning Centre,"Valley Rd, Angaston",High
3950038,Communications Tower,"Martin Rd, Harkness Heights",High
3930116,Last Resort Refuge - Curdnatta Recreation Park,"Davies Rd, Sandy Creek",Medium
3970015,Charles Cimicky Winery,"Gomersal Rd, Lyndoch",Low
3930125,Abbeyfield Society Inc,"Memorial Dr, Williamstown",High
1850004,Water Tanks,"Lot 3 Black Top Rd, Gould Greek",Medium
1850001,Substation,"Lot 501 Black Top Rd, Gould Creek",High
1850002,Boral Quarry,"Black Top Rd, Gould Creek",Very High
1850003,Water Tank,"Lot 1 Black Top Rd, Gould Creek",N/A
1830022,Canterbury Close Nursing Home,"37 Blamey Rd, Elizabeth East",Low
1830026,RSL Elizabeth East,"70 Midway Rd, Elizabeth East",Low
1870001,Catholic Church,"30 Midway Rd, Elizabeth East",Low
1830041,Clayton Church Homes,"30 Shillabeer Rd, Elizabeth Park",Medium
1830042,Catholic Aged Respite,"34 Yorktown Rd, Elizabeth Park",Medium
1870013,Church,"Uley Rd, Graigmore",Medium
1830044,Munno Para Equestrian Centre,"43 Main North Rd, Blakeview",Very High
1830045,Uleybury Wines Cellar Door and Function Centre,"2 Uley Rd, Uleybury",High
1850010,Water Tank,"29 Uley Rd, Uleybury",High
1850011,Water Tank,"Craigmore Rd, Uleybury",High
1850012,Rubbish Dump/Landfill,"Medlow Rd, Uleybury",High
1830046,Da Vinces Wedding Venue,"88 Crosshill Rd, One Tree Hill",Very High
1830047,One Tree Hill Clubrooms,"McGlip Rd, One Tree Hill",Extreme
1830048,One Tree Hill Scout Hall,"123 McGilp Rd, One Tree Hill",Extreme
1830050,Trinity College Bush Site,"1 Kersbrook Rd, Humbug Scrub",Extreme
1830053,Northern Hills Pony Club,"Gawler-One Tree Hill Rd, One Tree Hill",Very High
1830054,Tenafeate Winery,"1071 Gawler-One Tree Hill Rd, One Tree Hill",Extreme
1830055,Nyroca Horse Agistment Centre,"Gawler-One Tree Hill Rd, One Tree Hill",Very High
1830051,Adelaide International Raceway & Speedway City,"173 Supple Rd, VIrginia",Very High
1830061,Buddhist Temple,"Angle Vale Rd, Hillier",Extreme
1830062,Buddhist Temple,"28 Laxton Rd, MacDonald Park",Extreme
1830063,Buddhist Temple,"441 Womma Rd, Penfield",Very High
1830064,Northern Equestrian Centre,"195 Argent Rd, Penfield",Very High
1830065,Virgara Winery,"143 Heaslip Rd, Angle Vale",Extreme
1830066,Agle Vale Community Sporting Centre,"Lot 193 Fradd Rd, Angle Vale",Very High
1850014,Internode - Truck to Train Transfer Area,"123 Pellew Rd, Penfield",High
1830052,AL-RU Farm,"1016 One Tree Hill Rd, Sampson Flat",Extreme
1750041,Communications Tower,"Taylors Hill Rd, Willunga",High
1730199,Serafino Winery and Function Centre,"Kangarilla Road, McLaren Vale",Medium
1730244,DArenberg Winery,"Osborn Rd, Mclaren Vale",Very High
1750042,Communications Tower,"555 Pine Rd,  Woodcroft",Very High
1750043,Communications Tower,"Happy Valley Dve, Flagstaff Hill",High
1750040,Depot,"South Rd, Happy Valley",High
1770016,Stables/Fire Shed,"55 Grants Gully Rd, Clarendon",Low
5450023,Communications Tower,"Goodes Rd, Echunga",High
5450024,Communications Tower,"Piney Ridge Rd, Nairne",High
5450025,Water Treatment Plant,"Little Dublin East Rd, Nairne",Medium
5450026,Water Storage,"Rider Rd, Blakiston",Low
5450027,Water Infrastructure,"Ambleside Rd, Hahndorf",High
5450028,Water Treatment Plant,"154 Ambleside Rd, Hahndorf",High
5430075,Flaxley Hall,"1916 Strathalbyn Rd, Flaxley",Medium
1730234,Beach Road Wines,"Seaview Rd, Mclaren Vale",Very High
1730235,Olivers Taranga Vineyards,"Seaview Rd, Mclaren Vale",Very High
1730236,Bekkers Wines,"Seaview Rd, Mclaren Vale",Very High
1730237,Paxton Wines,"Wheaton Rd, Mclaren Vale",Very High
1730238,Mollydooker Wines,"Copper Mine Rd, Mclaren Vale",Medium
1730239,Goodieson Brewery,"Sand Rd, Mclaren Vale",High
1730241,Ekhidna Winery,"Kangarilla Rd, Mclaren Vale",Extreme
1730242,Foggos Wines,"Foggo Rd, McLaren Vale",Very High
1730200,Kangarilla Road Winery,"Hamilton Rd, McLaren Flat",High
1730201,Gemtree Vineyards,"Elliot Rd, McLaren Flat",Medium
1730202,Scarpantoni Winery,"Kangarilla Road, Mclaren Flat",Low
1730240,Hugo Wines,"Elliot Rd, McLaren Flat",Medium
1730203,Dogridge Wines,"Bagshaw Rd, Mclaren Flat",Very High
1730204,Shottesbrooke Winery,"Bagshaw Rd, McLaren Flat",Very High
1730205,Parri Estate Wines,"Ingoldby Rd, Mclaren Flat",Medium
1730206,Graham Stevens Wines,"Ingoldby Rd, Mclaren Flat",Medium
1750045,McLaren Vintners,"Douglas Gully Rd, McLaren Flat",Low
1750046,Possums Wines,"Adams Rd, Blewitt Springs",Low
1730207,Leconfield Winery,"Main Rd, McLaren Vale",Medium
1730208,Maxwell Wines,"Olivers Rd, McLaren Vale",High
1730209,Alpha Box and Dice Wines,"Olivers Rd, McLaren Vale",Medium
1730210,Angove Winery,"Chalk Hill Rd, McLaren Vale",Medium
1730211,Battle of Bosworth Wines,"Gaffney Rd, Willunga",Medium
1730212,Cradle of Hills Winery,"Rogers Rd, Sellicks Beach",High
1730213,Sellicks Hill Wines,"Main South Rd, Sellicks Beach",High
1730214,Dowie Doole Wines,"California Rd, Mclaren Vale",Medium
1730215,Dyson Wines,"Sherriff Rd, Maslin Beach",High
1730216,Fox Creek Wines,"Malpas Rd, Willunga",Medium
1730217,Primo Estate,"Mcmurtrie Rd, McLaren Vale",Medium
1730218,Hugh Hamilton Wines,"McMurtrie Rd, McLaren Vale",Very High
1730219,Lloyd Brothers Wines,"Warners Rd, Mclaren Vale",High
1730220,Maximus Wines,"Foggo Rd, Mclaren Vale",High
1730221,McLaren Vale III Associates,"Foggo Rd, Mclaren Vale",Very High
1730222,Pennys Hill Wines,"Main Rd, Mclaren Vale",Medium
1730223,Pirramimma Wines,"Johnston Rd, Mclaren Vale",Medium
1730224,Pertaringa Winery,"Hunt Rd, Mclaren Vale",Very High
1730225,SC Pannell Wines,"Olivers Rd, Mclaren Vale",Very High
1730226,Shingleback Wines,"Main Rd, McLaren Vale",High
1730227,Waywood Wines,"Kays Rd, McLaren Vale",Very High
1730228,Willunga Creek Wines,"Delabole Rd, Willunga",High
1730229,Yangarra Estate,"Kangarilla Rd, McLaren Vale",Very High
1730249,Boars Rock Winery,"Tatachilla Rd, McLaren Vale",Low
1730230,Woodstock Winery,"Douglas Gully Rd, McLaren Flat",Very High
1750050,Water Treatment Plant,"Plains Rd, Aldinga",N/A
1750051,Pumping Station,"425 Grants Gully Rd, Clarendon",High
1750052,Water Storage Tank,"Turners Gully Rd, Clarendon",Low
1750053,Water Treatment Plant,"Potter Rd, Clarendon",High
1750054,Water Storage Tank,"Jerliderie Dr, Happy Valley",N/A
1750055,Water Storage Facility,"Oakridge Rd, Aberfoyle Park",High
1750056,Water Storage Tank,"Mitchell Rd, Chandlers Hill",Low
1750057,Water Storage Tank,"End of Mitchell Rd, Chandlers Hill",Low
1750058,Water Storage Tank,"Slack Rd, Chandlers Hill",Medium
1750059,Water Storage Tank,"Panalatinga Rd, Onkaparinga Hills",Very High
1730231,Holly Aged Care,"16-24 Pennys Hill Rd, Hackham",Medium
1730232,Onkaparinga Lodge,"28 Liddell Dr, Huntfield Heights",Low
1750060,Pumping Station,"River Rd, Port Noarlunga",Medium
1730233,Perry Park Institutional Housing,"24 River Rd, Port Noarlunga",Low
1750049,Pumping Station,"Corn St, Reynella",Low
1830068,Humbug Scrub Wildlife Sactuary,"623 Humbug Scrub Rd, Humbug Scrub",Very High
1850015,Water Tank,"134 Woods Cres, One Tree Hill",N/A
1550014,Water Infrastructure,"Government Rd, Brown Hill Creek",Low
1550015,Water Infrastructure,"Upper Sturt Rd, Hawthorndene",Low
1550016,Water Infrastructure,"Shepherds Hill Rd, Eden Hills",N/A
1550017,Pump Station,"Roseberry Ave, Blackwood",Very High
1550018,Water Infrastructure,"Grandview Dr, Pasadena",N/A
3950047,Communications Tower,"Warburton Road, Tappa Pass",High
3950048,Waste Water Treatment Plant,"Stockwell Rd, Angaston",Medium
3950049,Waste Water Treatment Plant,"C Kuchels Rd, Springton",Low
3950050,Water Pressure Control Point,"Government Rd, Stockwell",N/A
3950051,Water Tank,"Keyneton Rd, Eden Valley",N/A
2150012,Pump Station,"Rifle Range Rd, Greenwith",Medium
2150013,Pump Station,"Seaview Rd, Yatala Vale",High
2150014,Communications Tower,"Steventon Dr, Banksia Park",Medium
2150015,Water Tank,"Haines Rd, Banksia Park",Low
2150016,Substation,"Grand Junction Rd, Hope Valley",N/A
2150017,Pump Station,"Mataro Rd, Hope Valley",N/A
2150018,Water Treatment Plant,"Lower North East Rd, Anstey Hill",Very High
2150019,Communications Tower,"McIntyre Rd, Para Hills",Low
2130045,Italian Village Nursing Home,"Mumford Ave, St Agnes",Very High
2130048,Motor Cross Track,"Para Valley Rd, Golden Grove",Very High
1130142,Last Resort Refuge - Mt Torrens,"Oval Rd, Mt Torrens",Medium
2750018,Water Infrastructure,"Perry Barr Rd, Hallett Cove",N/A
2750019,Water Infrastructure,"Lander Rd, OHalloran Hill",Low
2750020,Water Infrastructure,"Balboa Dr, Hallett Cove",N/A
2750021,Water Storage,"Fowler St, Seaview Downs",N/A
2750022,Water Infrastructure,"Elizabeth Cres, Hallett Cove",Medium
1450020,Water Storage,"Clark St, Wattle Park",Low
1450021,Water Storage,"Mount Osmond Rd, Mt Osmond",Medium
1550022,Sewerage Infrastructure,"Highfield Dr, Craigburn Farm",Low
1550023,SA Power Networks Depot,"Ayliffes Rd, St Marys",Low
1530086,Flinders Medical Centre,"University Dr, Bedford Park",Very High
1550024,Sewerage Infrastructure,"Highland Dr, Bellevue Heights",High
1550025,Sewerage Infrastructure,"Gorge Rd, Bellevue Heights",High
1550026,Sewerage Infrastructure,"Coromandel Pde, Craigburn Farm",High
1550021,Sewerage Infrastructure,"Kalyra Rd, Belair",Very High
1150107,Communications Tower,"Tilmouth Rd, Paracombe",Medium
1150108,Paracombe Coldstores,"Paracombe Rd, Paracombe",Very High
1130143,Paracombe Wines,"Gall Rd, Paracombe",Very High
1130144,Glen Ewin Estate,Lower Hermitage Rd,Extreme
1130145,Lower Hermitage locality,Lower Hermitage locality,Extreme
1130146,Millbrook Locality,Millbrook Locality,Extreme
1150109,Kersbrook Coldstores,"Little Para Rd, Kersbrook",High
1130147,Gumhaven Retreat,"Hooper Rd, Kersbrook",Extreme
1150110,Jongs Flowers,Forreston Rd Forreston,High
1130148,Gumeracha District Hospital,2 Albert St Gumeracha,Extreme
1130149,Talunga Cellars & Chain of Ponds Wines,Adelaide - Mannum Rd Gumeracha,Extreme
1130150,Kenton Valley Locality,Kenton Valley Locality,High
1150112,Communications Infrastructure,near McVitties and Hoad Range Rds,High
1150113,SA Water depot,"Sunninghill Rd, Millbrook",Extreme
1150114,Communications Infrastructure,"Torrens Hill Rd, Paracombe",Very High
1130155,Uraidla Village - Summerhill Inc,Kidney St Uraidla,Very High
1130156,Norton Summit Primary School,"Crescent Drive, Norton Summit",Very High
3930139,Totness Inn,"Melrose St, Mt Pleasant",Medium
3950068,Substation,"Government Rd, Mount Pleasant",Low
3950071,Water Reuse Storage Facility,"Carrara Hill Rd, Stockwell",Low
3950073,Water Reuse Facility,"Old Mill Rd, Nuriootpa",Medium
3950074,Railway Tce Commercial Area,"Railway Tce, Nuriootpa",Medium
3930140,Lyndoch Recreation Park,"Barossa Valley Hwy, Lyndoch",High
3950069,Communications Tower,"Rosedale Scenic Dr, Warpoo",High
3950075,Communications Tower,"Goldfield Road, Cockatoo Valley",High
3950076,Communications Infrastructure,Mt Crawford,High
3950077,Pumping Station,"Warner Ct, Sandy Creek",Low
3950066,Water Storage,"Altona Rd, Altona",N/A
3950067,Water Pressure Control Point,"Kalbeeba Rd, Sandy Creek",Medium
3950070,Water Pressure Control Point,"Concordia Rd, Concordia",Medium
3950072,Sewerage Infrastructure,"Rodda Dr, Penrice",Low
1130161,Basket Range Primary School,"Burdetts Rd, Basket Range",Extreme
1130165,Mount Torrens Primary School,"Prescott St, Mt Torrens",Very High
1130166,Gumeracha Primary School,"Kingston Pl, Gumeracha",High
1130167,Gumeracha Retirement Village,"Albert St, Gumeracha",High
1130171,Kersbrook Primary School,"Kent Rd & Bowden St, Kersbrook",High
1130172,Kersbrook Soliders Memorial Park,"Glover St, Kersbrook",High
1130176,Houghton Child Care Centre,"Lower North East Rd, Houghton",Extreme
1130177,Paracombe Primary School,Hurst Rd Paracombe,High
1130179,Lenswood Primary School,Main Rd Lenswood,Medium
1750064,Water Storage Tank,"Tatachilla Rd, Mclaren Vale",Low
1750065,Substation,"Edwards Rd, Willunga",High
1750066,Substation,"Refinery Rd, Lonsdale",Medium
1750067,Substation,"Frith Rd, Cherry Gardens",High
1130202,Scott Creek Primary School,Scott Creek Rd Scott Creek,Very High
1130186,Heathfield Primary School,"Longwood Rd, Heathfield",Extreme
1130206,SA Pistol Club,"High St & Sturt Valley Rd, Stirling",Extreme
1130207,Upper Sturt Primary School,"Fernwood Way, Upper Sturt",Extreme
1170031,The Pines Complex,"Beaumonts Rd, Oakbank",Medium
1130208,Oakbank Area School,"Onkaparinga Valley Rd, Oakbank",Medium
1130211,Balhannah Aged Care,"22 Bridge St, Balhannah",High
1130182,Veterinary Clinic - Small Animal,"Bridge St, Balhannah",Very High
1130188,Goodstart Early Learning Centre,"Onkaparinga Valley Rd, Oakbank",Medium
1130216,Stirling and Districts Hospital,"Milan Tce, Stirling",Medium
1130217,Stirling Childcare Centre,"Mt Barker Rd, Stirling",Medium
1130219,Pine St Kindergarten,"Pine St, Stirling",Extreme
1130220,Stirling East Kindergarten,"Snows Rd, Stirling",Medium
1130221,St Catherines School,"Birch Rd, Stirling",Medium
1130222,Pinoak Retirement Village,"Bilney Rd, Stirling",High
1130190,Sevenoaks Retirement Village,"Benacre Dr, Stirling",High
1130225,Stirling Primary School,"Braeside Paratoo Rds, Stirling",Very High
1130226,Crafers Primary School,"Piccabilly Rd, Crafers",Very High
1130227,James & Jessie Brown Cottages,"Piccadilly Rd, Crafers",High
1130230,Heathfield Secondary School,"Longwood Rd, Heathfield",Extreme
1130196,Aldgate Primary School,"Strathalbyn Rd, Aldgate",High
1130233,Andrewartha Aged Care,"Gibb Rd, Aldgate",High
1170032,Stirling District Cemetary,"Strathalbyn Rd, Stirling",Very High
1130235,Bridgewater Primary School,"Morella Gr, Bridgewater",High
1130183,FH Todd Retirement Cottages,"Second Ave, Bridgewater",Medium
1130229,Mylor Area School,"Strathalbyn Rd, Mylor",Very High
1130205,Cafe & Mt Lofty Summit Visitor Centre,"Mt Lofty Summit Rd, Mt Lofty",Extreme
1130237,Cleland Wildlife Park,"Cleland Rd, Cleland",Very High
1850042,Market Garden and Industrial Area,"Womma Rd, Virginia",Extreme
1850024,Substation,"cnr Taylor and Angle Vale Rds, Angle Vale",High
1850025,Gas Distribution Station,"Cnr Supple Rd & Angle Vale Rd, Virginia",Low
1850026,Substation,"Black Top Rd, Para Wirra",Low
1870028,Cemetery,"240 Carclew Rd, Penfield Gardens",High
1850027,Gas Distribution Station,"111 Greyhound Rd, Waterloo Corner",High
1850028,Gas Distribution Station,"Stanton Rd, Virginia",Medium
4830070,Pine Country Caravan Park,"Bay Rd, Moorak",High
6730066,Penola War Memorial Hospital,"Church St, Penola",Low
2070001,Community Hall,"386 Waterloo Corner Rd, Burton",High
2030015,Shree Swaminarayan Temple,"56 Clayson Rd, Salisbury East",Low
2070002,Church of Christ,"88 -92 Smith Rd, Salisbury East",Low
2050011,Electricity and Gas Substation,"Jones Rd, Bolivar",Low
1530111,Blackwood Hospital Independent Living,"Laffers Rd, Blackwood",High
1530112,Resthaven Residential Care,"Eve Rd, Bellevue Heights",Very High
1530113,Bellevue Heights Pty Ltd,"Eve Rd, Bellevue Heights",Very High
1570035,Mitcham Cemetery,"Blythewood Rd, Springfield",Low
1530105,Brighton Parade Independent Living Units,"9 Brighton Pde, Blackwood",Low
1850039,Emergency Services,"Coventry Rd, Dalkeith",Extreme
1150126,Emergency Services,"Colonial Dr, Norton Summit",Extreme
5450035,Emergency Services,"North Tce, Littlehampton",Low
1150157,Emergency Services,Aldgate,Extreme
1150127,Emergency Services,"Burdetts Rd, Basket range",Extreme
1750068,Emergency Services,"Blewitt Springs Rd, Blewitt Springs",Extreme
1150128,Emergency Services,"Bridgewater-Carey Gully Rd, Bridgewater",Extreme
5450036,Emergency Services,Brukunga,High
1750069,Emergency Services,"Potter Rd, Clarendon",Very High
5450037,Emergency Services,"Mosel Rd, Echunga",High
1750070,Emergency Services,"Education Rd, Happy Valley",Medium
1150129,Emergency Services,"Pole Rd, Ironbank",Extreme
1750071,Emergency Services,"Kangarilla Rd, Kangarilla",High
1150130,Emergency Services,"Adelaide-Lobethal Rd, Lenswood",High
5450038,Emergency Services,"Pairn St, Macclesfield",Medium
1150131,Emergency Services,"South St, Mylor",Extreme
1150132,Emergency Services,"Onkaparinga Valley Rd, Balhannah",Medium
1750072,Emergency Services,"Range Rd, Hope Forest",High
1150133,Emergency Services,"Avenue Rd, Stirling",Medium
1150134,Emergency Services,"Greenhill Rd, Summertown",High
1150135,Emergency Services,"Shannon St, Birdwood",Medium
1150136,Emergency Services,"Holland Creek Rd, Cudlee Creek",Extreme
3950096,Emergency Services,Eden Valley,High
1150137,Emergency Services,"Watts Gully Rd, Forreston",High
1150138,Emergency Services,"Murray St, Gumeracha",Medium
1150139,Emergency Services,"Range Rd, Hermitage",Extreme
1850041,Emergency Services,"Black Top Rd, One Tree Hill",Very High
1150140,Emergency Services,"Paracombe Rd, Paracombe",Very High
2150020,Emergency Services,"Haines Rd, Tea Tree Gully",Very High
1850040,Emergency Services,"Leach St, Virginia",High
3950097,Emergency Services,Williamstown,Extreme
4850076,Emergency Services,"Kingsley Rd, Allendale East",Low
4850077,Emergency Services,"Saunders Rd, Blackfellows Caves",Medium
4850078,Emergency Services,"Yahl Hall Rd, Yahl",Low
4850079,Emergency Services,"Sassanowsky Rd, Compton",Low
4850080,Emergency Services,"Croyle Rd, Wandilo",High
4850081,Emergency Services,"Mingbool Rd, Mi lel",Very High
6750114,Emergency Services,"Railway Tce, Tantanoola",Low
4850082,Emergency Services,"Mingbool Rd, Pleasant Park",Very High
4850083,Emergency Services,"Edwards St, Tarpeena",Low
6750115,Emergency Services,"Eliza St, Southend",Medium
6750116,Emergency Services,"Mcintosh St, Nangwarry",Low
6750117,Emergency Services,"Chicory Tce, Rendelsham",High
6750118,Emergency Services,"Petman Tce, Mount Burr",Very High
6750119,Emergency Services,"Golf Course Rd, Beachport",Low
6750120,Emergency Services,"Red Hill-Wattle Range Rd, Mount Graham",Very High
6750121,Emergency Services,"Beachport Furner Rd, Thornlea",High
6750122,Emergency Services,"Helen Rd, Coonawarra",Low
6750123,Emergency Services,"Penola Lucindale Rd, Maaoupe",High
3250078,Emergency Services,"Callendale Rd, Callendale",Extreme
2550029,Emergency Services,"Pearson St, Greenways",Very High
3250079,Emergency Services,"Spence Coles Rd, Spence",Extreme
3250080,Emergency Services,"Bool Lagoon Rd, Bool Lagoon",Very High
2550030,Emergency Services,"Ohalloran St, Robe",Low
3250081,Emergency Services,"Struan Joanna Rd, Joanna",Medium
3250082,Emergency Services,"Princes Hwy, Biscuit Flat",High
2550031,Emergency Services,"Main South Eastern Rd, Mt Benson",Medium
3250083,Emergency Services,"Stewarts Range Rd, Stewarts Range",Extreme
3250084,Emergency Services,"Gum Ave, Lucindale",Low
3250085,Emergency Services,"Main Rd, Avenue Range",Extreme
3250086,Emergency Services,"Bradley Ave, Kybybolite",Medium
3250087,Emergency Services,"Lochaber North Rd, Lochaber",Very High
3850088,Emergency Services,"Whyatt Rd, Padthaway",Low
3850089,Emergency Services,"Railway Tce, Wolseley",Low
3850090,Emergency Services,"North Tce, Mundulla",High
3850091,Emergency Services,"North Tce, Bordertown",Low
3850092,Emergency Services,"Senior Rd, Senior",Very High
3850093,Emergency Services,"Wirrega North Rd, Sherwood",Very High
6750126,Emergency Services,"Furner-Lucindale Rd, Furner",Very High
3950098,Emergency Services,Mount Pleasant,Low
1550030,Emergency Services,Belair,Medium
1550031,Emergency Services,Blackwood,Medium
1750073,Emergency Services,"Ackland Hill Rd, Coromandel Valley",Very High
1150141,Emergency Services,"Upper Sturt Rd, Upper Sturt",Very High
1750074,Emergency Services,"Aldinga Beach Rd, Aldinga Beach",Extreme
1150142,Emergency Services,"Glover St, Kersbrook",Very High
1150143,Emergency Services,Greenhill,Extreme
1150178,Emergency Services,"Greenhill Rd, Carey Gully",Very High
1750076,Emergency Services,"Blewitt Springs Rd, Mclaren Flat",Very High
1150144,Emergency Services,"Longwood Rd, Bradbury",Very High
1550032,Emergency Services,Eden Hills,Extreme
3250088,Emergency Services,"Naracoorte-Apsley Rd, Hynam",Very High
6750124,Emergency Services,"Railway Tce, Kalangadoo",Low
3850095,Emergency Services,"Bordertown Pinnaroo Rd, McCallum",Very High
6750125,Emergency Services,"Robe Rd, Monbulla",Extreme
4850084,Emergency Services,"Moorak Hall Rd, Moorak",High
4850085,Emergency Services,"Post Office Rd, Mt Schank",High
3250089,Emergency Services,"Boddingtons West Rd, Cadgee",High
1150145,Emergency Services,"Springhead Rd, Mt Torrens",Very High
3970059,Rosedale Lutheran Church,"Rosedale Rd, Rosedale",Low
3970060,Uniting Church Sandy Creek,"Williamstown Rd, Cockatoo Valley",Very High
3950099,Emergency Services,"Graetz Tce, Springton",Medium
3950100,Emergency Services,"Anne Milroy Ln, Concordia",Low
5450029,Emergency Services - CFS State Training Centre,Brukunga,High
5450040,Water Treatment Plant,"Off Princes Hwy, Kanmantoo",High
5430092,Mt Barker Primary School,"Dumas St, Mount Barker",High
5450042,Emergency Services,"Mill St, Meadows",Medium
5430093,Last Resort Refuge - Macclesfield Recreation Ground,"Davies St, Macclesfield",Low
1150119,Water Treatment Plant,"Altmanns Rd, Balhannah",Medium
5450032,Substation,"Flaxley Rd, Mount Barker",Very High
5450034,Substation,"Flaxley Rd, Mount Barker",High
5450041,Substation,"Paechtown Rd, Hahndorf",Medium
6450001,Communications Tower,"Mount Beaver Fire Rd, Harrogate",High
5450030,Substation,"Summit Rd, Meadows",High
5450033,Substation,"Princes Hwy, Kanmantoo",Low
5450031,Substation,"Mine Rd, Kanmantoo",High
